person_id,title,firm,location
7031,IT Project Manager,Walmart,"San Mateo, CA"
7031,IT Project Manager,Federal Home Loan Bank,"San Francisco, CA"
7031,IT Project Manager,Wells Fargo Bank,"Concord, CA"
7031,IT Project Manager,Wachovia Bank,"Oakland, CA"
7031,IT Project Manager,Washington Mutual Bank,"Pleasanton, CA"
7031,Project Manager,DKS Development,"Pleasanton, CA"
7031,Project Manager,Wells Fargo Bank,"Walnut Creek, CA"
7032,Consultant,San Juan Health Care,"Friday Harbor, WA"
7032,Owner,Jessica Redding Consulting LLC,
7032,IT Project Manager,Hunter Communications,
7032,IT Project-Program Manager,Intel Corporation,
7033,IT Project Manager,Radley Corporation,"Kentwood, MI"
7033,IT Buyer,Spartan Stores,"Byron Center, MI"
7034,IT Project Manager 3 / Program Manager,CoServ Electric Cooperative,"Vancouver, WA"
7034,IT Project Manager,All SharePoint Consulting,
7034,Sr. IT Project Manager,Approach InfoTech,
7034,Sr. IT Project Manager,The Database Group,
7034,IT Project Manager,JP MorganChase,
7035,I.T. Project Manager,Sesderma,"Orlando, FL"
7035,I.T. Project Consultant,"Clients/Companies: Mattel, Under Armour, Sidel, Barco, Silab, Cotton, Brother printers, Teamtex, Geodis France, Geodis Netherlands",
7035,I.T. Project Manager,Geodis,
7035,IT Consultant,Capgemini,
7035,IT Consultant,,
7035,IT Consultant,JHL Outsourcing IT,
7036,Support Manager,RCB INFORMATION TECNOLOGY,"Newport Beach, CA"
7036,IT Project Manager,Atos.net,"Rio de Janeiro and Belo Horizonte, Brazil"
7036,IT Support Manager,Sonda.com,"Rio de Janeiro, Brazil, Argentina and Ecuador"
7036,IT Infrastructure Manager,Lobeck Automation,"Rio de Janeiro, Brazil"
7036,IT Support Manager,Apligraf.com.br,"Rio de Janeiro and Sao Paulo, Brazil"
7036,IT Project Manager,Atos.net,"Rio de Janeiro, Brazil"
7036,IT Technical Support,Sonda.com,"Rio de Janeiro, Brazil"
7037,IT Project Manager,HCL America,"Pittsburgh, PA"
7037,IT Project Manager,Infosys Limited,"Hicksville, NY"
7037,IT Technical Project Manager,CDiscount VN / (Offshore-Singapore),
7037,Project Lead,"SHAW INDUSTRIES, Inc","Dalton, GA"
7037,Project Lead / IT Consultant,"PYRAMID CONSULTING, Inc","Dalton, GA"
7037,Project Manager / IT Consultant,MATRIX RESOURCES,"Atlanta, GA"
7037,Lead Software Engineer,"STANLEY ASSOCIATES, Inc","College Park, GA"
7037,Web Master,Media,"Atlanta, GA"
7038,IT Consultant,Micro Computer Network,"Los Angeles, CA"
7038,IT Director,"National Financial Partners (NFP), INC","Los Angeles, CA"
7038,Senior Systems Architect / IT Project Manager,"Health Line Clinical Laboratories, Inc. and LabDat, Inc","Burbank, CA"
7039,IT Support,Hadley Consulting,"Fayetteville, NC"
7039,Project Manager,United Management II,"Fayetteville, NC"
7039,Military Role Player,NEK Advance Securities Group,"Colorado Springs, CO"
7040,IT Project Manager,Carlow University,
7040,IT Consultant,,
7040,Account Coordinator,Automatic Data Processing (ADP),"Pittsburgh, PA"
7041,IT Project Manager,John Deere Financial,"Johnston, IA"
7041,Technical Supervisor,Marsh & McLennan Companies,"Urbandale, IA"
7042,IT Project Manager,GIROBANK,Willemstad Curaçao
7042,IT Manager,GIROBANK,Willemstad Curaçao
7042,IT Project Leader,Consein,"Caracas, Distrito Capital"
7042,IT Project Coordinator,Banco Mercantil,"Caracas, Distrito Capital"
7042,IT Manager - Systems Analysis and Programming,Interbank,"Caracas, Distrito Capital"
7043,IT Project Manager,Kelsam Ghana Limited,Accra
7043,IT Manager,Emmaland & Cardero Group of Companies,Accra
7043,IT Business Development,iBurst Africa,Accra
7044,Bilingual IT Release Manager,Scotiabank,"Toronto, ON"
7044,IT Project Manager / Scrum Master,MetLife,"Ciudad de México, D. F."
7044,IT Project Manager,Banco Azteca - Hildebrando,"Ciudad de México, D. F."
7044,IT Consultant,"SIATI, S.A. de C.V","Ciudad de México, D. F."
7045,Sr. Project Manager,World Wide Technology,"New York, NY"
7045,IT Project Manager - Support Transition Specialist,Independent Consultant,"New York, NY"
7045,IT Project Manager,Phacil,"McLean, VA"
7045,IT Project Manager,Telesis,"McLean, VA"
7045,IT Project Manager II,FHI 360,"Washington, DC"
7045,Technical IT Project Manager/Implementation Specialist,Nitor Group,"Washington, DC"
7045,IT Project Manager,ManTech International,"Washington, DC"
7046,IT CONSULTANT & DEVELOPER,"Bluehat Technologies, Inc","Selden, NY"
7046,IT/ PROJECT MANAGER & DEVELOPER,Adchem Corporation,
7046,PROJECT MANAGER & DEVELOPER,"FAST, NY",
7046,IT CONSULTANT & DEVELOPER,"Paramount Business Solutions, Phils",
7046,"PROJECT LEAD, DEVELOPER & NETWORK SUPPORT",Del Monte Phils,
7047,IT Project Manager,SunTrust Bank,"Atlanta, GA"
7047,IT Project Manager,BP L48,"Houston, TX"
7047,IT Project Manager,Versum Materials,"Allentown, PA"
7047,IT Project Manager,Toyota Motor Sales,"Torrance, CA"
7047,IT Project Manager,Sysco Foods Corporation,"Houston, TX"
7047,IT Project Manager,Infosys Limited,India
7047,Incident Manager,Mphasis Limited,India
7047,Incident Manager,Satyam Computers Limited,India
7047,System Administrator,Precision Techserve,India
7047,System Engineer,Turbo Energy,India
7047,Desktop Support Engineer,CMS Computers,India
7048,IT Project Manager/ IT Manager,OSTechnical,"Newport Beach, CA"
7048,IT Director,Merit Aluminum,"Corona, CA"
7048,Senior IT Manager,FivePoint,"Aliso Viejo, CA"
7048,Information Systems Manager,Chapman University,"Orange, CA"
7048,Migration Project Manager,TEKSystems,"Brea, CA"
7048,IT Manager,AmeriQuest,"Orange, CA"
7049,Technology Manager,Wells Fargo Advisors,"Richmond, VA"
7049,"Project Manager, IT",Wells Fargo Advisors,"Richmond, VA"
7050,IT Project Manager,Loyola University Medical Center,"Maywood, IL"
7050,IT Data Analyst,Loyola University Medical Center,
7050,IT Technical Recruiter,Kelly Automotive Services,"Dearborn, MI"
7050,IT Project Coordinator,"Magna International/MIMCO, Inc","Troy, MI"
7050,IT Consultant,Adecco IT Staffing,"Troy, MI"
7050,Network Administrator,Aon Risk Services,"Detroit, MI"
7051,PROJECT INTEGRATION MANAGER,ACRELEC AMERICA,"McKees Rocks, PA"
7051,IT PROJECT MANAGER,ACRELEC AMERICA,"Pittsburgh, PA"
7051,"CUSTOMER/TECHNICAL SERVICE, CONVERGYS GOOGLE PROJECT","PITTSBURGH, PA",2017
7051,FREELANCE WRITER,ANTHEM VAULTS,
7052,Project Manager,DXC IT,"Houston, TX"
7052,IT Project Manager,Hewlett-Packard Enterprise,
7052,IT Support Technician,Jump Solutions,
7052,IT Project Manager (Intern),Hewlett-Packard,
7053,Senior IT Project Manager,QURATE RETAIL GROUP,"West Chester, PA"
7053,IT Project Manager,QURATE RETAIL GROUP,
7054,Release Train Engineer,Symantec,"Culver City, CA"
7054,IT Project Manager,Walt Disney Company,"Glendale, CA"
7054,IT Project Manager (Consultant),Resources Global Professionals,"Brea, CA"
7054,IT Project Manager,Generation IX,"Los Angeles, CA"
7054,Interim IT Director,The Annenberg Foundation,"Los Angeles, CA"
7054,Director of IT and Studio Technology,Marvel Studios,"Beverly Hills, CA"
7054,IT/Operations Manager,Webzen America,"Los Angeles, CA"
7054,Site IT Lead,Atari,"Santa Monica, CA"
7055,IT Project Manager,GRANT THORNTON,
7055,IT Project Coordinator and Business Analyst,ABBOTT LABORATORIES,
7055,IT Project Manager,ALLSTATE INSURANCE,"Northbrook, IL"
7056,IT Consultant / Senior IT Project Manager,Tata Consultancy Services,"Batavia, IL"
7056,IT Infrastructure Manager,ALDI,"Batavia, IL"
7056,IT Consultant,MacCormac College,"Chicago, IL"
7056,IT Consultant / Senior IT Project Manager,Sprint,"Rosemont, IL"
7056,IT Project Manager,"Sears, Roebuck & Co","Hoffman Estates, IL"
7056,Network Administrator,CPC International,"Summit, IL"
7057,Systems Operation Manager,NEW VISIONS FOR PUBLIC SCHOOLS,"New York, NY"
7057,IT Project Manager,LIBERTY ACADEMY CHARTER SCHOOL,"Jersey City, NJ"
7057,IT Project Manager Consultant,SCHOLASTIC CORPORATION,"New York, NY"
7057,Desktop Support Engineer/ IT Project Manager,YOUNG & RUBICAM - BURSON-MARSTELLER,"New York, NY"
7058,IT Business Director,"Caregiver, Inc.","Fort Worth, TX"
7058,IT Assistant Manager,Kenneth Copeland Ministries,"Newark, TX"
7058,IT Project Manager,Xtreme Services,"Fort Worth, TX"
7058,IT Manager,Strategic Dental Executives,"Denton, TX"
7058,IT Business Manager,Entrepreneur Advisors,"Henderson, NV"
7059,Business Manager - IT,AT&T,
7059,Professional Software Delivery Project Manager - IT,"AT&T Services, Inc","Dallas, TX"
7060,IT Manager,Technica LLC,"Fort Irwin, CA"
7060,IT Incident Manager,Department of Homeland Security,
7060,Public Relations Consultant,Passantino Andersen Communication,
7060,IT Blackboard Administrator | IT Instructor,Victor Valley Community College,"Victorville, CA"
7060,IT Project Manager,Aerodyne Systems,
7061,volunteer Project Manager,PMI Austin Chapter,"Austin, TX"
7061,Project Manager,Horse Craz Shopify Store,
7061,IT/ Project MANAGER,Associated & Trading Group,"Abu Dhabi, AE"
7061,Systems Administrator,Associated & Trading Group,"Abu Dhabi, AE"
7062,Principal,Transworld Business Advisors,"Greenville, SC"
7062,Project Manager / Program Manager,UnitedHealth Group,"Greenville, SC"
7062,IT Manager,Ahold,"Greenville, SC"
7063,IT Project Manager/Scrum Master,Zelis Payments,"Bedminster, NJ"
7063,IT Coordinator & Operations Assistant,Passion River Films,"Township of Warren, NJ"
7064,Senior IT Project Manager,M&M Consulting,"Cary, NC"
7064,Senior Systems Project Manager,FIDELITY INVESTMENTS,
7064,Senior IT Project Manager,BB&T,
7064,Senior IT Project Manager,M&M Consulting,
7064,Senior IT Project Manager,IBM,
7064,Jet Engine Mechanic,UNITED STATES NAVY,
7065,Project Manager,Oro Inc,"Los Angeles, CA"
7065,IT Consultant,Computers Direct,"Conejo & San Fernando Valleys, CA"
7065,Project Manager,School Tech Supply,"Westlake Village, CA"
7066,Senior IT Project Manager,Freddie Mac,"McLean, VA"
7066,Senior IT Project Manager,World Wide Technology,"St. Louis, MO"
7066,Senior Project Manager,Bank of America,"New York, NY"
7066,Consultant,Newbold Advisors,"Clearwater, FL"
7066,Senior Project Manager,Fannie Mae,"Washington, DC"
7066,Engagement Manager,"Plateau Systems, Inc","Arlington, VA"
7066,Senior Project Manager,Fannie Mae,"Herndon, VA"
7067,IT Manager/ Project Manager,Myers and Stauffer,"Indianapolis, IN"
7067,IT Project Manager,Sutherland Global Healthcare Solutions,
7067,Business Analyst/ IT Project Manager,Availity RCM,"Indianapolis, IN"
7067,IT Systems Analyst/Desktop Support,Indianapolis Pubic Schools,"Indianapolis, IN"
7068,IT Infrastructure Analyst,HM Health Solution,"Pittsburgh, PA"
7068,IT Support,Dialysis Clinic Inc,"Steubenville, OH"
7068,IT & Privacy Associate,First Bank Nigeria,
7068,Project Manager,Duicof Technologies,"Lagos, NG"
7069,Project Manager,VICTORY GLOBAL,"Atlanta, GA"
7069,IT Infrastructure Project Manager,MARTA,
7069,Project Manager,MACY'S SYSTEMS & TECHNOLOGY,
7070,Program Manager,"Bealls, Inc","Whitinsville, MA"
7070,Program Manager,AM Retail Group,"Minneapolis, MN"
7070,Project Manager,Petco,"San Diego, CA"
7070,Senior IT Project Manager,ALEX AND ANI,"Cranston, RI"
7070,"IT Project, Program & Resource Manager","Staples, Inc","Framingham, MA"
7070,IT Project Manager II,BNY Mellon,"Westborough, MA"
7070,IT Project Manager,BNY Mellon,"Westborough, MA"
7071,IT Program Manager,Crayola,"Easton, PA"
7071,Senior Project Manager,Smartronix,"Herndon, VA"
7071,IT Project Manager,Talen Energy,"Allentown, PA"
7071,Implementation Project Manager,Automatic Data Processing,"Newtown, PA"
7071,IT Project Manager,Penske Truck Leasing,"Reading, PA"
7071,Project Service Delivery Manager,Core Services,"Morristown, NJ"
7071,Senior Account Manager,Combined Computer Resources,"Iselin, NJ"
7071,Project Manager,First Data Corporation,"New York, NY"
7072,IT Project Manager,WellStar Health Systems,"Atlanta, GA"
7072,IT Project Manager,Delta Air Lines,"Atlanta, GA"
7072,IT Specialist,Boston Consulting Group,"Atlanta, GA"
7072,Senior Business Analyst,Bank of America,"Atlanta, GA"
7072,Business Analyst,Delta Air Lines,"Atlanta, GA"
7072,Consultant Systems Engineer,Bank of America,"Atlanta, GA"
7073,IT Manager,Liberty Home Equity Solutions,"Rancho Cordova, CA"
7073,Senior Technical Project Manager,CoreLogic,"Rancho Cordova, CA"
7073,Project Manager,Vinculums,"Sacramento, CA"
7073,Associate Project Manager,PrO Unlimited,"Rancho Cordova, CA"
7073,Project Manager,"Oracle USA, Inc",
7073,Project Manager,Sprint Corporation,"Rancho Cordova, CA"
7074,CRM Coordinator,Littler Mendelson,"Kansas City, MO"
7074,Enrollment IT Project Manager,MidAmerica Nazarene University,"Olathe, KS"
7074,IT Support Specialist,MidAmerica Nazarene University,"Olathe, KS"
7075,IT Project Manager,ACF Technologies,"Asheville, NC"
7075,IT Project Manager,US Department of State,"Denver, CO"
7075,PMO Manager,US Department of State,"Washington, DC"
7075,Deputy Program Manager (IT Operations),US Department of State,"Washington, DC"
7075,IT Operations Support Manager / IT Project Manager,US Department of State,"Alexandria, VA"
7075,Senior Systems Engineer,US Department of State,"Washington, DC"
7075,Field Engineer,US Department of State,Worldwide
7076,"VP, IT Project Manager",Citibank,"Brooklyn, NY"
7076,"Contractor, IT Project Manager",Judge Group,
7076,"Project Manager Lead, VP",Chase,
7077,Sr. Project Manager - IT Infrastructure,Verizon,"Branchburg, NJ"
7077,Sr. Project Manager - Product Implementation,Verizon,"Basking Ridge, NJ"
7078,IT Director - CISO,IPM Medical Group,"Walnut Creek, CA"
7078,NATIONAL IT MANAGER,Land Home Financial Svcs,"Concord, CA"
7078,BUSINESS CONTINUITY PROJECT MANAGER,The Clorox Company,"Oakland, CA"
7078,PROJECT MANAGER/CONTRACTOR,"Bureau of Alcohol, Tobacco, Firearms & Explosives","Walnut Creek, CA"
7078,PMO/ IT DIRECTOR,FOG CITY CONSULTING GROUP,"San Francisco, CA"
7078,IT DIRECTOR,CLIN-ASSIST LLC,"Pacifica, CA"
7078,IT DIRECTOR,"PIER 39, Blue & Gold Fleet, PIER Companies","San Francisco, CA"
7079,IT Project Manager,2nd Adam Productions,"Dallas, TX"
7079,IT Operations Project Manager,American Airlines,
7079,IT Project Manager,Texas Instruments,
7079,IT Project Manager,NoysTech Information Systems,
7079,Scrum Master / IT Project Manager,MINT Corporation,
7079,Software Project Lead,NoysTech Information Systems,
7079,Sr. Software Engineer Project Lead,Perot Systems Dell Corp,
7080,Project Manager,Baza Foundation,"Charlottesville, VA"
7080,Project Manager,"Ekata Social,LLC","Charlottesville, VA"
7080,IT Coordinator,Lake of the Woods Association,"Locust Grove, VA"
7080,IT Consultant/Technician,"Computer Network Services, LLC",
7080,Carpenter,Plowshare Farm Lifesharing Community,"Greenfield, NH"
7080,Systems Administrator,SAU 32 School System,"Surry, NH"
7080,IT Technician,Computerborough,"Peterborough, NH"
7080,Owner/Foreman,"Witham Brothers, LLC","New Ipswich, NH"
7081,PROJECT MANAGER II,CGS (A Blue Cross Blue Shield of SC Company),"Nashville, TN"
7081,IT OPERATIONS MANAGER,ReMDAS LLC,"Irvington, NJ"
7081,IT MANAGER,"AMMED DIRECT, LLC","Antioch, TN"
7082,Infrastructure Project Manager,Hansen Technologies,"Bethlehem, PA"
7082,IT User Project Leader,Sanofi,"Swiftwater, PA"
7082,IT Project Leader,Sanofi,"Bridgewater, NJ"
7082,"IT Project Manager, Healthcare, PMO",Reading Health System,"Reading, PA"
7082,"IT Senior Project Manager, Infrastructure, PMO",Synchronoss Technologies,"Bridgewater, NJ"
7082,"Senior IT Project/Program Manager, Application",IBM Corporation,
7082,"IT Project Manager, Application and Infrastructure, PMO",IBM Corporation,"Bethlehem, PA"
7082,IT Project Manager,IBM Corporation,
7083,IT Support Specialist II,"CafePress, Inc","Louisville, KY"
7083,Project Manager/ IT Support,"Metro Restoration Services, Inc","Louisville, KY"
7084,IT Project Manager,QUATRIC Solutions,New England
7084,IT Project Manager,Independent Consulting,"Lathrop, CA"
7084,Infrastructure Project Manager,Chevron Shipping Company,
7084,IT Operations Network Team Lead / Project Management,Chevron Shipping Company,
7084,Senior Server Admin,Chevron Shipping Company,
7085,Data Center Manager,Comcast Inc,"Philadelphia, PA"
7085,Project Manager,VisAlign Inc,"King of Prussia, PA"
7085,IT Support Manager,Computer Aid Inc,"Allentown, PA"
7085,IT Support Manager,USEC Inc,"Bethesda, MD"
7085,Desktop Support Manager,Trawick & Associates,"Bethesda, MD"
7086,IT Global Support Coordinator,Hilton Worldwide,"Rockwall, TX"
7086,Owner,Paddington Properties LLC,
7086,IT Project Manager,Verizon Wireless/Alltel,
7086,IT Project Manager,City Of Austin,
7086,"Consultant, Technical Staff",GTE/Verizon,
7087,Senior Project Manager,BMO Financial Group,"Chicago, IL"
7087,IT Project Manager,US Foods,"Rosemont, IL"
7087,IT Project Manager / Scrum of Scrum,Citibank,"Elk Grove Village, IL"
7087,IT Senior Project Manager/Scrum Master,Network Fleet,"San Diego, CA"
7087,Senior Consultant,Tech Mahindra (Americas),
7087,Senior Program Manager,AT&T,"Hoffman Estates, IL"
7087,IT PMO Lead,AT&T,"Hoffman Estates, IL"
7087,IT Program Manager,AT&T,"Hoffman Estates, IL"
7087,IT Project/Program Manager,AT&T,"Hoffman Estates, IL"
7087,Senior Project Manager,Mahindra British Telecom,"Mumbai, Maharashtra"
7088,IT Project Manager,Center Point Energy,"Houston, TX"
7088,"IT Infrastructure Project Manager, Corporate Technology PMO",JPMorgan Chase,"Houston, TX"
7088,IT Infrastructure Project Manager,Baker Hughes Inc,"Houston, TX"
7088,"Engineering Program Manager, HP Storage GBU",Hewlett-Packard Company,"Houston, TX"
7088,Senior Program Manager,Maxxan Systems Inc.,"Houston, TX"
7088,"Hardware Project Manager, Network Access Comm. Division",Compaq Computer Corp.,"Houston, TX"
7089,Project Manager,Stanford Federal Credit Union,"Palo Alto, CA"
7089,IT Project Manager,Stanford Federal Credit Union,"Stanford, CA"
7089,Project Manager - New Product Introduction,Avaya,"Highlands Ranch, CO"
7090,Technical Project Manager,Optum,"Eden Prairie, MN"
7090,IT Project Manager,"BIOTHERA PHARMACEUTICALS, INC",
